	Group_control_4	Group_control_7	IDH1_13	IDH1_24	IDH1_31	Group_control_41	IDH1_46	Group_control_56	IDH1_58	IDH1_64	IDH1_68	Group_control_72	Group_control_75	IDH1_81	IDH1_82	Group_control_107	Group_control_110	IDH1_112	IDH1_115	Group_control_123	Group_control_126	IDH1_133	Group_control_141	Group_control_148	Group_control_151	IDH1_158	IDH1_160	Group_control_176
NME3	22.0196699819951	23.6071797624657	26.9481251114611	23.562129767817	22.4282816571571	23.0024651943164	23.4918735324453	24.3768051790447	22.8913832935283	23.2174139585614	23.0731010077039	25.0799817808367	23.1437773977346	24.1471839524469	23.0014944684315	22.9713594447763	24.2829240029434	23.7914337960382	20.9376621022631	23.4463446878871	22.9269211111625	22.8600353673308	22.9756004883903	22.9144896778456	26.3652835035136	24.2380998266282	27.5785246013512	23.0982776544849
NME6	20.6729430152264	23.6054341014662	21.1846594117626	20.6971249669687	20.3334018960843	23.2464393526812	23.6345416450388	24.8072188175435	22.8339063230993	21.4438079561442	22.1946007164554	22.7163423605963	20.7150147233487	23.0084503297228	21.2637827186312	21.0378739779302	22.0685890924845	22.5328987771188	23.545867185835	22.9909291443296	17.7155488747931	21.8842830033762	21.8545543068676	22.6621190343429	23.7143025119793	22.3443606081557	20.0660364227337	21.2492908361809
NME7	20.6030444404954	20.8489055407404	21.6067775537763	21.6996826047822	20.9193524869412	20.7361644084851	21.8284605772508	21.9999795261306	21.8505942371303	21.5007078485568	22.4675009103899	22.3939000189577	22.2532594567955	20.8932574224739	25.1860954340976	21.1784646096644	21.2152061218979	21.0848657645787	20.4498580550378	21.5912119887088	18.9301313105306	21.291191072067	21.9557016561843	21.2841865738394	19.7622414247702	20.4768207316258	20.6608018802899	19.5472569347422
NMI	23.9132360770626	22.3560890499572	21.9887022119508	21.8532863457855	21.3424228076818	22.4512402730936	20.6416563557644	22.7587505559357	21.6589177739978	21.6836848605927	22.6736187508817	21.0282160393515	23.6303984350264	23.961739931891	23.8938013512213	23.6093191918571	22.1908142163486	22.7528087822015	22.0613195618099	21.202925045404	23.2629680670367	21.91052562617	21.3745696667638	21.3902823671464	21.6756734305504	21.6814855177185	24.6611932513681	23.8439778672195
NMNAT1	23.34614151039	22.4782997468709	21.8081777814844	23.4065495346076	22.0650110458613	22.5002486236326	21.6041647792438	23.2394132627087	23.6881693376609	23.2074593627793	22.8848581587687	22.4343531879042	22.8673281739995	22.3770404181274	22.3114822842751	23.7492029030216	23.0981828353653	22.8700710351249	22.8138292951376	20.1554995918179	23.9594002441251	22.9886083493748	22.9904891012123	23.1810420136002	21.4973851773974	22.8632403065618	23.6450165723676	23.4405859068366
NMT1	25.1672554605041	24.8496720125305	25.2813939576725	24.4959574138835	24.6784098315803	24.9766346613184	24.5067662128594	23.4853639132794	24.7003930322494	25.3070278827353	24.4116623205414	24.7473395852589	24.5892856939533	25.0395485430384	24.7806548467566	25.1582254416559	23.3724680165391	23.290227111883	22.9997061242057	23.9418815805316	22.7674888821938	24.9033532076425	24.4782106543273	23.8203290401189	26.3148613118345	25.3993827728414	25.7518274214289	24.2665576716463
NNT	26.0258177062875	27.6085377392225	26.332815676522	26.6616590745138	25.123178285736	27.9288215234895	27.3566371427307	27.6199692040127	28.1695840892734	26.6223329515137	26.6404241814092	26.1341734741647	26.3859459631243	26.4390781483039	26.6251548834835	27.0358209026206	26.0169568803894	26.9999298591736	27.596983714552	26.4615196155433	26.401493420689	27.4811174258517	26.3774032600544	27.8746194979259	27.3851534818188	26.2024301134514	25.8931682545847	26.0820739650018
NO66	20.5372575466309	22.0940379227301	23.8158466273359	22.4135569649145	24.7433743892715	22.1007807937609	23.9487173440932	22.0734271306622	23.0050820897008	24.2450456361865	22.8360517855354	23.350406831067	22.8548777157966	22.0611334850239	22.8404175671163	22.7712432156548	21.9582806296582	24.3393693725678	24.1195548688445	22.3497954681586	23.7145027609342	23.8856472718987	22.470368685071	21.6151840970706	23.275261557136	23.2677719960271	20.9184527876421	22.4560186761819
NOB1	19.9689943969754	21.2598860770385	21.9410355677998	22.451716248746	20.4866016824762	21.5145705177965	20.2616072011431	20.621902796123	21.6299196036759	21.9847753156261	22.5003943573222	22.7530012415853	21.0242996862144	20.7675409766108	21.6528054364069	20.4650374849966	21.9433920168362	19.5935663277628	20.3352359340392	22.0244388825373	19.9312024108631	20.9466322154516	22.4418321771622	20.7891690514097	24.311462843304	23.2587984328728	23.2028449692856	18.8285899097121
NOC2L	20.4968476585356	22.6338655531299	23.1661144887211	23.3323950095059	23.0043209330832	21.6899878078182	23.2373821272325	22.8788549180897	22.6072733591261	23.3879693662953	23.1152854106995	25.1190788164448	22.3542481096578	22.3740251854919	22.97956550381	20.6702175737111	24.6826082370712	24.2862204872615	26.0689676889449	23.9322155237576	23.4846670139701	22.6903455766215	22.9349020612868	23.8773299211845	24.7826903245096	23.914474475056	20.5660600969548	21.8873515719148
NOC3L	18.7871674733811	22.4713748106746	22.5306217501599	22.2388465954629	22.6409926139858	21.4961040212732	24.0434302735275	21.9894911331833	21.7711738751293	22.365372694363	22.7827730576754	24.5707537122541	22.2149991843112	19.8331218255774	22.0883406423008	22.4871477082032	22.9201542673196	24.1251147320454	24.8701025369166	22.8521563083465	22.8872181436372	23.3212072641013	22.5575651733423	23.604891389663	25.0208937027108	23.79112404906	20.7657435175641	22.1028613571227
NOC4L	20.332265008271	23.3322309415731	23.4443382273565	22.9854268521722	22.5478233682452	23.9171482771904	23.7127068623541	26.0144371738586	25.5064123246436	23.1985002265754	23.8409898701674	27.4199754293569	22.949345387074	22.7301688832857	23.3092068937027	20.0670700579692	25.0204152808954	23.9265421866174	24.7706431407977	25.4894172700419	23.0695315159544	23.3769530004813	24.4215560200716	23.7136850226964	24.999873635965	24.4548791834722	21.3775472035535	22.9514257262728
NOL10	20.2696376165461	21.958511150589	22.5304197728542	22.5341229894815	22.7449387916818	21.4488701856345	23.1492046063333	22.8715693081332	22.7515284362646	23.283272987178	23.097064172333	24.9845475038819	22.3161609605783	20.8597003358228	21.3409236224675	21.4140999906923	23.437172889123	23.5418908348156	24.4103012004349	22.481239413334	19.7591534175716	22.0422581103535	22.257152784978	22.1484186111336	23.2660283088743	22.978655909833	19.4650385226013	22.0345497469367
NOL11	21.6064676953342	22.9369613542703	22.6760165563807	23.2904270107665	23.0615526453553	23.6212082434529	23.6352774195096	23.3907086916467	23.6730931744836	23.2953627716206	23.4049352940587	25.2473344055798	22.8019740886472	21.2358542138338	22.5759715661213	21.5748306451974	24.4347243751457	23.6994042793799	24.3271731121789	24.5829286950002	24.94115421945	23.4320350971424	23.5554773331252	23.5569506334542	24.3217204050448	23.4758230478737	22.2066496166016	22.3025880585834
NOL6	21.0443792804536	23.8590598896545	24.6523356389937	24.0211087681254	25.1719269511676	23.3549588736568	25.6428741306091	23.4183074477789	24.5627599253486	23.2450848494457	24.3591049402019	24.8754941857411	23.0214801391185	22.7516361854942	23.5710993244753	23.5409787277702	27.0953137156523	25.7279777763738	27.6339888423508	25.2472609074287	23.6793587097381	23.5919722693754	24.4372813960173	23.6273974323009	25.5311749386732	26.1528735387968	22.3792969321447	22.9733114100431
NOL7	21.683060375055	23.2664873285598	23.2248321768853	23.630297108499	24.0114086333261	23.7921676057982	24.3236449313194	24.0118033336998	23.7160854867021	24.5001429733165	23.937722572659	25.2162299004983	23.3783596113831	23.314431520945	25.4561967996529	23.7208972263194	24.9078706407556	25.3227968741402	24.9024477597333	26.3916210408123	21.2183369026412	24.851574882625	23.7891217949971	22.9213713331906	22.7199682358978	23.5864921844603	22.9240730065347	22.8392417598932
NOL8	22.0823550815218	22.4713026759226	22.6691349010357	22.8992113965287	22.2819346722094	22.5759324054776	22.2061869928563	22.5805344375347	22.5870467746528	23.3418031249869	23.8321317226164	23.7824362880116	22.8641253910087	21.6548417076087	22.2268249392758	18.8696764548924	22.5190850459525	22.8149168037117	23.2764294599986	21.1137232110258	17.7040029232305	22.1131521446628	22.3546356888909	22.1838800552386	21.347734420806	22.8437494965594	19.3887920896905	24.2412960814803
NOL9	22.7604794585411	24.1163356962962	24.6146668714761	24.5773831219913	24.5010881841047	23.4707784315394	24.5354037094211	25.1399475748238	24.0817076909146	24.9397465792258	24.5046295889763	26.0510453859086	23.1614936928367	23.3927842886156	24.4158549787174	22.1186256869589	25.4962016784301	25.9757750765969	26.4525081655652	25.6257375244555	24.3774644130739	23.6166135006737	25.1788266470342	24.8987003023322	25.4400543198906	25.3897599969186	22.4490945182229	24.0036409273947
NOLC1	23.8758269946523	26.9324764161115	26.6145018832555	27.0336291369062	25.6890898424751	25.6162535076965	27.5048452042812	26.8065921669099	26.9753499883263	26.1316290872562	27.112719256945	27.118481019712	26.5789208517936	25.7244968676012	26.2324532933536	24.9122892180356	28.0208747191346	27.379488497481	28.0037804352315	26.7204112406309	27.1011860885698	27.2552635172005	27.293096229457	27.5716391123888	27.3947329768903	27.4652499366423	24.747177875805	23.6059764663241
NOM1	18.0532685060824	19.716866023006	20.2376166791214	20.1629671280805	19.7968203295267	18.4543113701143	21.4728651035725	19.5033524770211	20.1259244504998	19.5441536880057	20.2707091716286	21.3746503995201	17.1335865012129	20.1208529245323	21.0772999576459	20.6843415581614	21.0502050900714	21.8539232100253	21.9519344238097	21.0200778759217	20.2458534259575	21.0931956046555	20.7266986047519	20.5011782673474	21.0879338978427	21.3527674526519	20.1067492767876	19.7010049452497
NOMO1	22.6622030723558	23.6987476167109	21.3447408534996	21.3643425694782	22.5568402122507	22.9354231557663	24.7955504791942	22.4355580128758	21.8969624557444	20.9951153714775	21.4406050072357	21.785486666314	22.8115103028675	23.6552105165533	23.4063724047066	21.6341831191795	23.3037380247912	24.385102805364	24.4337161409485	24.0778844420362	17.8836703945671	23.2432295971413	22.6772655808849	23.5147662304587	21.9932106090501	23.1840524028043	21.3219168827768	20.5439572306904
NOMO3	25.0143730670211	25.1998429528551	24.1999641819725	24.7206571665019	24.3629934147908	25.1822475585459	25.1910653246539	26.1118767969203	26.1505179525989	23.9895876252964	25.1149040182228	25.4677782078276	24.9594379605941	25.0591403416936	24.7790967361124	25.3742978779298	26.2126440357356	25.953831685025	25.3799798182676	25.9283283823316	26.4631397797862	24.8673868202732	25.5298632043833	26.0908857763212	24.4109510933237	24.4357346202796	25.544367874549	24.9400942784357
NONO	29.4763547164328	29.9546195608153	30.3090851865177	30.7950813553136	31.5894240207027	30.7012630105162	30.4276587954198	30.5418306164243	30.5383162230082	30.9107439605561	30.5752883437314	29.536336919589	30.9376920979802	29.8357882064737	29.5824921669506	30.0261670486232	31.569890092771	32.4443146966787	30.9230738504703	30.1733864053953	31.2482562644563	30.6984283556869	31.5979395350152	30.5205654837675	30.1543489050035	30.5197238772124	30.0314812715731	30.7282012094326
NOP10	24.0661617513968	27.190415862472	25.566499351653	25.5615608249848	25.4090050272369	25.2844480752425	26.7013650551589	25.1089152044942	21.2706885384946	17.7209936341575	24.5002293691016	23.9963158278234	23.9390341851238	19.4326441091771	21.816205076738	21.9966602482023	24.1179085441665	24.2862349142119	24.396581170596	23.5336133109104	26.0233341965712	25.9102100766789	26.4354573084997	24.893823993094	22.4620864973389	23.1560064112094	24.8173938434451	24.1109053036848
NOP14	20.4602176314474	22.6899431093693	22.3717665992076	22.679546649603	22.936182446302	23.1498220657928	23.1712345596077	23.8463694933611	23.3807887322491	24.0848199249454	23.9689857741951	25.074311989326	23.0025375532316	22.7326647457065	23.6619602581505	21.9402797260044	23.242798586264	22.9817212043393	24.2500899161442	22.2773288962547	23.2824011692375	22.700949385172	22.7646640464619	22.9935060852351	24.3661121314529	23.5819621220319	20.7688020310508	20.6424355941814
NOP16	22.0004532840505	22.438539071544	23.8673219863948	23.5763691678706	23.7335022875997	20.6189742903137	23.0458643605545	21.2182840721257	20.9816734409533	23.51303659939	23.5184321129255	24.1794803902146	21.6095866373526	21.6089062975068	23.1409886519351	22.8150434370961	21.7676284800047	23.8231009521857	24.3729353988759	19.4783706743768	24.2494829359966	24.2798925457224	21.7754513377756	20.0652823876933	23.7546691192234	23.4847677571272	22.860680986438	19.8751670905857
NOP2	23.2414451312727	25.1355276079322	25.5326825798945	25.9627454619552	25.0596852769865	24.7210900887258	27.0019938477793	25.7939068099083	26.1619296703723	25.4658108989355	26.3762378655216	26.9234863579854	24.9239043817371	25.1634904740011	25.9596973689231	24.5774252720949	26.389143347038	26.4307433846916	26.7556761014576	25.3458691134735	24.6527594807763	25.2282481308507	25.278387031806	23.8473795721356	24.6034210387287	25.6555909851528	23.0349296934766	23.6003932365158
NOP56	25.1397576930247	27.5172728509358	26.5652194206588	26.968909837372	27.1355214635199	26.2855485910657	28.3101575761054	28.7989828722784	27.214029455891	26.9550184279427	27.2036378984218	28.9364354676866	26.2639516704668	26.447936295855	27.5829601211297	26.4357030464621	29.1034875047681	28.2229457261864	30.5233896163424	28.8728545338356	26.3438000460039	28.4854062977153	28.6682298615811	27.8953077448123	28.6451023418783	29.1741222125753	25.8967028574349	25.1324055273862
NOP58	23.9645238857662	26.0580445248783	24.9718493096994	25.3560921972614	25.8709704062799	24.9283188043991	26.542134803496	26.4137463072759	25.7587829681463	26.5604990420612	25.4764722493704	27.2128332753861	25.9639720906147	23.9305921459582	25.2203161604675	24.0705920772803	26.9882513166679	26.8227813351028	27.3673066640425	26.7179730860118	25.9285635593352	26.4985988221551	25.9984794075649	26.2351119995589	25.0098859395488	25.8153550339809	23.9662470501719	24.735707671993
NOP9	21.6863641466986	21.8909497418241	22.3712328020425	22.8154052416035	22.4207652159941	21.4917038013985	21.433753641014	22.5558499253851	23.3158818823595	22.6912197962981	22.7001210587829	22.949164486295	20.65860534725	21.4274441152638	21.9300625693649	22.0892235620256	23.1455320866073	23.3752162767417	22.7309031841873	22.9432913540795	19.6186380141547	21.9753170604563	21.7972937406947	21.9528901522419	23.1013302430064	22.7652957402359	22.1252816162955	20.6453065573128
NOSIP	22.3936886713456	20.9732081454634	22.7801214305313	21.8809860905706	22.5116838574709	22.7992615978072	20.129571751001	19.4674437974534	21.3017064818737	21.6003692219814	21.687565544335	22.0971953568485	21.2004816046078	24.3657811050424	21.0311769971887	21.4188608843272	21.1250376818423	21.3929677175109	21.1326856178905	21.815868460476	22.9690766602573	21.1598769694453	21.508336350955	20.0978007339149	23.50050953387	22.7224188436207	21.7612608035785	20.8365934927842
NPC1	19.3395609775864	22.8737136036777	22.3089516571273	20.3677721160847	21.1036856323155	21.6929164787512	20.6093111329477	22.7363887828019	22.5893550867182	18.1324333096488	21.7548384140916	21.01863654428	21.4745071006742	21.4520132118102	22.7372360177919	21.712853279759	20.3669014378552	21.4465349843791	22.7429641147291	23.377470426635	19.0059291521552	22.0316110209517	22.1797089151831	21.9280613705882	23.2249980619114	21.6305439558247	19.8424908261483	21.6022461779343
NPC2	26.1093786030558	28.1099752545842	24.9096835803875	25.4932636417491	21.8275001612798	26.0365682809091	26.8432396854799	28.7601310948273	25.8826816182579	25.1142982522229	26.272132991371	23.1265438415723	27.0803295132546	25.831963221197	23.3174158284854	26.0955155558205	26.1905130938084	24.2674654517299	26.4144210164858	26.6857432787983	25.6917884492245	23.7930262502736	26.695257831463	25.731164194826	23.5806223894905	24.992730321666	27.3742678374621	26.9420356249749
NPEPL1	24.4701596436969	23.9012154387493	22.5899309432909	22.8920844830267	23.4009899345756	22.8465242873467	23.3276804098417	22.8899348160037	22.1070621345491	22.4639231926061	23.4460088218728	22.9910747772328	22.847130443427	22.8142780041696	23.0423660189399	21.9839068240408	22.4404293123232	20.9369462420364	22.2316441383372	20.9385367522107	19.3425866597031	21.4522391194813	22.5036228057635	21.8115348921356	22.0610317029222	23.60941660866	24.4348776803038	23.2391135443764
NPEPPS	25.8573109255117	25.6933744993928	25.9084325032941	25.9795095783303	26.1636932300763	26.3019087528294	24.8757643234676	24.5073835071956	24.6153173056882	24.8016373829615	25.5650970057322	25.1295239285408	25.8266708035733	25.3793176521181	25.7627550688913	25.8142333036984	24.5502553940201	24.1045996085639	23.6320393606273	23.890911164737	24.4926059042872	25.2719617905896	25.8428270396034	24.8527648922303	22.9638991134113	23.9879653604389	26.2483453467012	26.0228801874741
NPLOC4	24.3866420277799	24.6260398542423	24.3361834477333	24.7449377240401	24.1093964805033	24.8506008225464	23.6431833883337	25.4619571079502	24.047746649652	24.0939521845543	24.6826437300716	24.4261523883058	25.1091319980368	24.6106353073821	24.5962062857789	25.4769167761882	24.1194666548106	23.5260067624154	23.731138082986	24.6743234258405	19.5762635455014	24.4265713505296	24.8485071904723	23.9620161200846	25.3689583082756	24.4527295678613	25.0801374642918	24.8819825221887
NPM1	30.6095916710511	32.7743093104311	33.6218881011094	33.2267871275831	34.0257464171032	33.629977224372	34.0728442204819	32.5820899432495	33.0939062184389	33.9561144954182	33.1059341419051	34.1656711937439	33.3550286276425	31.3626933568994	33.4868866100092	32.685530098345	32.4745464451109	34.6382643262098	34.4613555730025	33.3823729848446	33.1769375568191	34.1400927913308	32.7003028157584	33.4433646479557	34.0868759013594	32.9222006479536	30.4382635653021	33.0190422379098
NPM3	22.3464548357069	22.1123312958486	25.401902274438	24.433171325704	23.3336016492157	22.7090498769004	24.9921465324161	23.5527233447385	23.6320629275207	24.5604331990753	24.7657718183276	25.4365727140932	21.1625675789332	22.7965761360179	24.2995160506201	23.7012477198625	24.2896758157347	23.504539460207	26.1787423546062	25.7009884977883	21.8041148416899	23.7196940613452	23.3404003564295	24.2895800291185	26.7014458749911	25.9866317892352	23.5318082925091	21.9971695184272
NPTN	23.0140042580765	23.4934088315412	21.4594206822999	21.9735782582948	23.3763775571781	23.2905281131307	23.4461978074507	23.8642589118681	22.9846391009714	21.8067467475805	21.9300970076588	21.9938262571688	23.4093198469606	23.2739494980976	22.4587814479499	23.6363120160721	22.9903413810589	24.0559519317852	23.9863796896201	24.7719217453566	22.3796491743517	23.7534675522524	22.7652411244783	23.039831022998	25.5943361275633	24.1510764617618	24.0712752491486	24.2758342007592
NR2C2	21.6683448856379	21.7304643454757	22.4900675925605	21.6638749138674	22.8456966133375	21.8757059404318	21.6593767184586	21.294011134822	21.1043313733297	21.8587703307549	20.5218679512969	22.078974118482	21.5572889421204	21.3438687915451	21.25985858812	21.1038628491002	21.743751877078	23.678557336039	22.1815249126168	23.4260748225626	18.7327927268329	22.2491838600682	23.0164720388987	21.4979651249984	19.6741793194744	21.688915397179	20.5041540527504	22.7809135993901
NR3C1	22.3598141917855	21.4615604168043	21.5908069196736	22.1103746020718	23.3585747003735	22.4985895243356	21.4928320029384	20.9352994398553	21.3248905911808	22.1494445275931	21.5738090403609	20.70037801826	22.0537780134918	22.1446799548418	22.5254195318886	22.7912822497727	20.1880649605866	21.8531153008024	19.9685028546452	20.7589500735208	21.5431601626939	22.1492339476354	22.3701735144812	20.5275074518436	20.5600229284807	22.2885860178749	22.1957572690429	21.8568241448496
NRAS	24.382905447624	24.7490584603789	23.4704510075966	23.6324467241099	25.0123937335461	23.7531427049422	24.4428981033993	24.602168571382	23.8408641807886	24.0283095601938	24.4067283035016	24.2201355364669	25.1580970677246	24.3422507489255	23.6571416567139	24.0610414361096	23.3494714575874	23.8628904814134	23.2207702853211	24.083453244894	23.8066621201461	23.9880641928514	23.7741610474231	23.9652189030754	22.4079854333056	21.9620752762209	24.0775509725765	24.7254212563514
NRBP1	23.5369956373492	22.7431497024773	23.4417269493325	22.470702115484	24.2998033719998	23.9094731395729	23.3354276822113	22.0521618057595	22.2735635692181	22.7073491268552	22.9061379106218	22.8983094861036	23.3789078354987	22.0966093560794	23.534887678949	24.2381755332299	22.0642898612627	22.0368425142596	22.7677784694324	22.7416025873632	21.9436811599455	23.657023388769	23.5620993033629	22.1758586708113	22.5559049558479	23.7049085934165	23.9129827492623	23.2707229927223
NRD1	22.9563974450939	22.1855624961241	22.8528332605921	22.727530686663	21.994362269709	22.882029012303	21.7738112891019	21.3455153477817	24.1276575279669	21.4262215035958	24.1990956332169	21.7853279698595	23.8279610939258	23.6807606457275	23.5014171540004	22.8060554469914	22.7606066227477	21.0427390693848	22.0334899744711	22.8767975396449	21.9296725910984	21.933392342568	22.9631211762866	23.5491023724318	24.982691138028	23.4600688180272	22.8198815706817	22.8912220622165
NRDE2	19.9604680692837	19.9567429274546	20.0793097522847	20.0724091603641	19.3172396440347	21.728579900162	20.1385020333041	20.8674927729336	18.8979168586462	20.1388470108098	20.4699020759241	20.2773365514202	19.1719802423666	18.5585728917042	18.5251724303138	20.2945830659163	20.2479656586843	20.2618803785039	20.3915876023363	20.4903635377586	18.600899042405	19.5794334060537	20.1228874492888	20.1436207284135	21.3053336135543	20.5223666140666	17.8967857323104	19.2017747533007
NRM	23.0574726596585	22.0861463808564	23.2486077911591	22.6460761246544	23.5017333292809	22.3080960711366	22.0968739896081	23.1496920581158	22.9940743265388	21.2863089385304	22.5131189275828	23.0291330724115	22.4695050164744	23.0612385412689	23.1212525837757	21.8169004461078	24.442356231912	24.5194177136707	24.873680420618	23.6840719767247	22.8797017024742	21.9561580703133	22.7777637174332	22.8455288548911	23.7765403760432	23.6864276699427	22.8012852316046	23.2829137658178
NSDHL	23.465928479635	23.9219758203877	22.8523138903773	23.4682968823576	23.543831170574	22.9815461162235	24.3110502036124	23.2330509775784	23.449446589245	21.2676260377509	23.1511796633168	24.0210436208242	22.716580969177	21.8740447921214	22.4080851442131	21.8515539809899	23.9684020570791	24.1868187989442	23.619747598879	23.7680368281045	22.602790816326	22.3250551922685	23.3251799237481	22.9512639744378	23.7245023659184	23.291230217392	23.2411340956708	23.1211299439325
NSF	25.8048689607753	25.7657545095942	25.303005529385	24.6750968571107	24.7046668813245	26.0165148198408	25.9905924893641	26.6309584726321	25.7798895965945	24.8625046867366	25.928367617028	26.8132933107623	26.4679487492485	25.8426103105988	25.7604179029251	23.9129487901624	25.996759149817	25.628027863941	25.4670320370348	25.8621663877564	27.9673513372187	23.9498327742678	25.5247127830874	26.0230214015978	24.7256461625928	23.7124683154307	26.0818294850818	25.7750684603006
NSFL1C	26.0724167561082	25.6831602185033	26.3823001164245	25.6639777459375	25.7451962526152	25.9735225076223	25.8324731128827	24.9545035542679	25.6230397917491	26.2873103091185	25.9174175616677	26.7654246893056	25.4177821750846	25.8446156567056	26.2433889217635	26.0417895924978	25.227586288767	25.2815646498716	24.9446610166297	24.861166860586	25.3227326308147	26.30012726538	26.3706370203126	27.1220087759454	23.5480463354672	25.3442141144778	26.1076537263137	26.0822903692579
NSL1	22.8080451140392	21.9988633308826	23.2272126237028	22.5319300930193	23.4896723987391	23.2819729315382	24.3170806688833	21.8553782021823	23.6494618297138	23.9909293316844	23.1730076392854	24.3152091396615	25.2867854653718	22.8287770893305	23.4397130871015	24.0766369695016	23.2881280644488	23.6491263572049	24.9282864279156	22.6186272620778	23.3186849495159	22.9241631618983	23.3642192515545	23.1774785568492	22.8249675809737	24.1545677837607	22.8078927748919	23.409091874094
NSMAF	21.4857429743126	20.5513929694083	22.0545179597162	21.8663427359056	20.9688080729428	21.0360141457833	20.1784502589863	20.5714084696919	21.2030982758289	20.294917760333	21.1427750429946	21.266924360817	20.7140769715721	21.97490360243	21.8513347009836	21.3995287707794	20.845299113414	18.1036374512372	20.4603464479851	21.1939947631009	19.8962211147145	21.493860871411	22.0076531046067	20.3849456444775	20.0805432316414	25.2997935341688	21.1452300211193	21.8503897249672
NSMCE1	20.5197865096857	21.4569726465743	22.0695508420422	21.0861044038927	22.4999258928877	21.957463468399	22.1382649103312	23.0029699724574	22.6362859563983	20.8099598899299	22.1326513913996	18.4801559325573	22.1981773601344	21.6421748451497	21.5393663253418	21.2394761829435	21.7781601538032	23.2199245825405	21.6462706254966	22.6166651968222	18.6152959114791	21.3638596212765	21.3831969831083	19.6445633236255	20.4165180527635	23.0449766008626	20.9104602571156	22.2558447392586
NSMCE4A	22.8028658388425	21.094885045212	22.8233878548075	21.8291067769003	23.3277731612505	21.6441101055179	21.3974554337852	21.7680518713573	21.6181472121423	22.212172907971	20.8296236574193	21.7837121514137	20.1489444701553	21.7439569802845	20.7667021422929	22.7018784380889	22.1616717765227	23.4797395324541	23.4965558693374	21.1571483317566	18.2503478467278	20.9232028479876	22.4285738097364	19.7009874629184	21.1833248939463	23.2545857633534	21.9494026638608	21.1240649066317
NSUN2	23.4757820867643	23.3306295500777	24.110185269578	23.4981318158032	23.1079785717711	23.9058952558715	22.4245965950965	23.0509107286661	23.159912121489	24.4272147389996	23.4043149351912	24.4210596748115	23.0804863662908	22.1107044866288	22.8988322893219	22.4921394330446	22.4906206727958	22.4398160930806	21.9861840040804	23.6437197964311	23.9449011589641	23.3163309548631	23.564537457982	22.6041226936991	23.2564055329516	24.3511926908835	22.5393062391297	23.8517539934899
NSUN5	21.0238497300217	21.3132946474522	20.318436455312	21.3711376631208	22.0710126572314	21.3600867328182	20.744953320692	22.6978111174086	22.2325477492056	20.9553979770019	21.3101420946881	22.4659914901509	22.0439676872138	21.9193454164053	21.3398560281373	21.6528948738598	21.6931854158948	21.5710395664078	22.4460286214133	22.4432821068082	22.6060657340688	20.8569831456108	21.8670624728721	22.4844078592062	22.1361816876021	20.6049031973559	21.2664452584547	21.8382422327229
NT5C	25.0868107850241	23.9748794475371	24.165685747801	23.591272207643	25.3813918441543	24.3997874761694	25.6437974554352	24.3198764327313	24.611465309929	25.1005349415328	24.7964579418474	24.9207082483226	25.2770472738458	24.4273986102388	24.1277343521015	24.3967565721244	25.1190811947418	24.1871361918532	23.2781174131964	21.4547763186919	18.8627527778943	23.6844057406451	23.3293637393667	22.5154835103869	22.6708011889043	24.9121558036323	21.9284114510158	23.1708884958928
NT5C2	25.0498922189278	24.4033887285819	24.8692015575401	24.9688872752373	25.2175593953109	25.6039184650969	24.3336716618536	25.5934587609272	24.6770357995374	24.9487489962809	24.8369688185955	26.1167457180707	25.6241452737333	25.649548860227	25.6019811335347	25.1927779878851	24.3315716797221	22.555736639616	23.5379035092093	24.6471574782206	24.4444487438223	23.7265612897399	25.157647883834	25.3139656429017	23.7602812029324	22.8540214852506	25.0222853931521	25.4757092393161
NTMT1	23.4147849404355	21.4620797870191	23.221081169779	22.3508862923383	22.1163854162674	22.9084159046009	21.6565634631289	21.6618695163478	23.4160193451476	22.1179504948506	23.1776386903667	22.7055942825417	22.2087523147841	24.3563891603262	23.0540518487711	20.3550031342285	20.9677117876334	21.3457338818722	22.0612474270578	21.1223505273703	21.3861372344435	20.8753342265309	23.1098721158458	24.1109743830564	22.5631472849532	20.9549298681764	23.1733851365506	23.6155559613956
NTPCR	23.7671487772222	24.0763730436636	24.35229835134	23.7580910352209	24.3975748149209	23.4940923834001	24.8445444027828	21.9931700055376	24.6932372648466	26.797663679833	26.1749097725655	23.3809919659338	26.1256693507975	24.4038682541219	24.0924171775005	21.6406175390619	23.3629173753685	24.1980862472135	24.2846857432247	19.1990785902886	24.5463462945603	25.0955346140393	25.6417297778539	22.4147833965329	23.1321317821294	24.5236236021705	24.0966955357691	23.435132519582
NUB1	20.9780297355231	21.8884538794034	22.3348336061609	21.9886111406208	21.6271819548524	22.3902286998144	20.2719368976358	21.4524623311628	21.5765975949647	22.110838008299	21.4963507436156	22.264317150385	21.6150255976567	20.7971450788498	20.9230758577749	20.727449285983	20.8799815021969	20.5450814150302	20.4410720422388	20.7269510975139	19.4900870387291	19.9128835108539	21.7462656170984	19.2617589577199	22.1520801869527	20.8488485018198	21.7947169015767	22.5358574197447
