adj.P.Val,AveExpr,B,betweenness,closeness,degree,eigenvalue,EigenVector Dir,id,logFC,name,nes,P.Value,Page_Rank,pval,pval.fdr,selected,shared name,size,t,TF,
"0,1179229","2,026679","-2,652057",1,0,2,"-40,46166","2,82E-30",TRIM14,"-3,060245",TRIM14,0,"0,008951363","-6,71667",1,1,FAUX,TRIM14,0,"-2,74816",Gene,
"0,3686357","1,454241","-4,934464",0,0,1,"-40,46166","-9,47E-16",TRIM23,"0,4777599",TRIM23,0,"0,1503815","-7,396701",1,1,FAUX,TRIM23,0,"1,466352",Gene,
"0,1706431","-5,164937","-3,421521",0,0,1,"-40,46166","-8,74E-29",TRIM44,"-1,757901",TRIM44,0,"0,02231205","-7,094736",1,1,FAUX,TRIM44,0,"-2,37741",Gene,
"0,106165","4,530066","-2,393762",0,0,1,"-40,46166","-7,26E-16",TRIM56,"0,4255122",TRIM56,0,"0,006615226","-7,517237",1,1,FAUX,TRIM56,0,"2,865192",Gene,
"0,9689392","-7,340946","-5,927892",5886,0,2,"-40,46166","1,02E-16",TRIM68,"-0,03153245",TRIM68,0,"0,9270866","-7,452451",1,1,FAUX,TRIM68,0,"-0,09209034",Gene,
"0,2205097","4,364082","-3,952753",0,0,1,"-40,46166","-5,41E-16",TRMT2A,"0,3846115",TRMT2A,0,"0,04258011","-7,608945",1,1,FAUX,TRMT2A,0,"2,094765",Gene,
"0,1216839","-3,661836","-2,721903",0,0,1,"-40,46166","-3,18E-16",TRPM2,"-2,362236",TRPM2,0,"0,009717151","-7,608945",1,1,FAUX,TRPM2,0,"-2,715955",Gene,
"0,9374084","-6,132483","-5,917359",0,0,1,"-40,46166","-1,31E-15",TRPM6,"0,09835574",TRPM6,0,"0,862094","-7,632684",1,1,FAUX,TRPM6,0,"0,1748331",Gene,
"0,2391024","1,428508","-4,213409",4920,"0,003267974",7,"-35,17454","-1,76E-16",TRPS1,"-1,750177",TRPS1,"-0,8375051","0,05888201","-6,966429","0,4023087","0,6172374",FAUX,TRPS1,25,"-1,94465",TF,
"0,1076327","3,847266","-2,422181",0,0,1,"-40,46166","9,02E-16",TSFM,"0,6451382",TSFM,0,"0,006838492","-7,595318",1,1,FAUX,TSFM,0,"2,852467",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","-3,33E-16",TSGA10,"0,1641706",TSGA10,0,"0,07042984","-7,577432",1,1,FAUX,TSGA10,0,"1,858833",Gene,
"0,1144135","3,664293","-2,584213",0,"0,09090909",2,"-40,46166","-2,80E-16",TSHZ1,"0,6815319",TSHZ1,"1,621729","0,008266421","-7,449125","0,1048615","0,4625362",FAUX,TSHZ1,15,"2,779208",TF,
"0,194403","1,477253","-3,71538","12206,57","0,009090909",4,"-40,46166","3,57E-16",TSHZ3,"0,7796738",TSHZ3,"0,4450093","0,03183501","-7,41565","0,656313","0,7669854",FAUX,TSHZ3,47,"2,224439",TF,
"0,3962512","0,5488887","-5,027292",0,0,1,"-40,46166","-2,10E-16",TSKU,"-1,144712",TSKU,0,"0,1708406","-7,565858",1,1,FAUX,TSKU,0,"-1,394614",Gene,
"0,4966252","-6,939392","-5,3167",0,0,1,"-40,46166","-6,26E-16",TSLP,"-0,4414077",TSLP,0,"0,2588622","-7,552918",1,1,FAUX,TSLP,0,"-1,145395",Gene,
"0,8419961","2,923961","-5,85608",0,0,2,"-40,46166","7,86E-16",TSN,"-0,1415894",TSN,0,"0,691911","-7,440466",1,1,FAUX,TSN,0,"-0,399147",Gene,
"0,222486","5,638177","-3,971101",0,0,1,"-40,46166","3,32E-16",TSNAX,"0,3015066",TSNAX,0,"0,04355515","-7,595318",1,1,FAUX,TSNAX,0,"2,084481",Gene,
"0,2085449","-4,787484","-3,843631",0,0,1,"-40,46166","2,46E-29",TSPAN16,"-1,75599",TSPAN16,0,"0,03723442","-7,094736",1,1,FAUX,TSPAN16,0,"-2,155128",Gene,
"0,3196986","1,136857","-4,741779",0,0,1,"-40,46166","-3,08E-17",TSPAN31,"-1,01788",TSPAN31,0,"0,1161226","-7,517237",1,1,FAUX,TSPAN31,0,"-1,606133",Gene,
"0,1904648","3,386044","-3,673324",0,0,1,"-40,46166","-3,01E-17",TSR1,"0,4291621",TSR1,0,"0,0302474","-7,552918",1,1,FAUX,TSR1,0,"2,246809",Gene,
"0,1027641","4,89373","-2,301733",0,0,1,"-40,46166","-8,93E-10",TSSC4,"0,4489952",TSSC4,0,"0,005941803","-7,654802",1,1,FAUX,TSSC4,0,"2,906159",Gene,
"0,3046102","3,378344","-4,67616",0,0,1,"-40,46166","-3,73E-16",TTC12,"0,2617968",TTC12,0,"0,1065067","-7,620197",1,1,FAUX,TTC12,0,"1,651361",Gene,
"0,04308747","6,341931","0,7354969",1970,0,2,"-40,46166","2,98E-28",TTC22,"0,5781626",TTC22,0,"1,83E-04","-7,291953",1,1,FAUX,TTC22,0,"4,123413",Gene,
"0,1462583","8,054024","-3,108069",0,0,1,"-40,46166","-7,70E-16",TTC32,"0,5739775",TTC32,0,"0,01534","-7,646585",1,1,FAUX,TTC32,0,"2,533002",Gene,
"0,1784421","5,014088","-3,518839",0,0,1,"-40,46166","-8,32E-17",TTC36,"0,3143994",TTC36,0,"0,02508678","-7,628341",1,1,FAUX,TTC36,0,"2,327582",Gene,
"0,04307376","-0,5433785","1,203227",0,0,1,"-40,46166","-6,29E-16",TTC39B,"1,348886",TTC39B,0,"1,08E-04","-7,449125",1,1,FAUX,TTC39B,0,"4,296651",Gene,
"0,07350517","7,866179","-1,476752",0,0,1,"-40,46166","-9,15E-16",TTC39C,"0,4150316",TTC39C,0,"0,002286286","-7,449125",1,1,FAUX,TTC39C,0,"3,259187",Gene,
"0,6456886","2,653295","-5,613923",0,0,1,"-40,46166","-2,04E-15",TTC5,"-0,3113683",TTC5,0,"0,4170597","-7,538829",1,1,FAUX,TTC5,0,"-0,8200407",Gene,
"0,1349175","-0,008937541","-2,916836",0,0,1,"-40,46166","5,34E-16",TTC7B,"0,5763921",TTC7B,0,"0,0122283","-7,608945",1,1,FAUX,TTC7B,0,"2,62469",Gene,
"0,1784421","-15,16253","-3,528057",0,0,1,"-40,46166","1,90E-16",TTYH1,"0,3283426",TTYH1,0,"0,02536745","-7,517237",1,1,FAUX,TTYH1,0,"2,322822",Gene,
"0,08564329","-0,7451162","-1,843502",0,0,1,"-40,46166","-1,12E-16",TUBB6,"-1,939331",TUBB6,0,"0,003490532","-7,449125",1,1,FAUX,TUBB6,0,"-3,105137",Gene,
"0,6071232","7,20778","-5,54785",0,0,1,"-40,46166","8,37E-17",UBASH3A,"0,1477372",UBASH3A,0,"0,3724372","-7,565419",1,1,FAUX,UBASH3A,0,"0,9020512",Gene,
"0,1989029","8,674557","-3,764243",3932,0,2,"-40,46166","-2,47E-16",UBASH3B,"0,400725",UBASH3B,0,"0,033789","-7,471561",1,1,FAUX,UBASH3B,0,"2,19823",Gene,
"0,9900581","6,965467","-5,931469",0,0,1,"-40,46166","-1,35E-15",UBE2K,"0,006178242",UBE2K,0,"0,9751435","-7,449125",1,1,FAUX,UBE2K,0,"0,0313538",Gene,
"0,1418611","2,082538","-3,023865",0,0,1,"-40,46166","-5,31E-16",UBE2R2,"0,8155716",UBE2R2,0,"0,01388042","-7,577432",1,1,FAUX,UBE2R2,0,"2,573653",Gene,
"0,8100655","6,557931","-5,82523",0,0,1,"-40,46166","5,49E-16",UBE2T,"0,06350937",UBE2T,0,"0,6383585","-7,659359",1,1,FAUX,UBE2T,0,"0,4736072",Gene,
"0,03971548","2,866696","3,296125",0,0,1,"-40,46166","-9,04E-17",UBTF,"0,8893423",UBTF,0,"1,01E-05","-7,577432",1,1,FAUX,UBTF,0,"5,050898",Gene,
"0,2867611","7,019538","-4,59573",0,0,1,"-40,46166","-2,88E-16",UBXN10,"0,1972969",UBXN10,0,"0,09588993","-7,60756",1,1,FAUX,UBXN10,0,"1,705381",Gene,
"0,07976345","-1,662687","-1,651457",0,0,1,"-40,46166","-5,68E-16",UBXN2A,"-2,638331",UBXN2A,0,"0,002796119","-7,480443",1,1,FAUX,UBXN2A,0,"-3,186325",Gene,
"0,8624405","3,653359","-5,873324",0,0,1,"-40,46166","-3,18E-16",UCK1,"0,05718252",UCK1,0,"0,7276001","-7,610918",1,1,FAUX,UCK1,0,"0,3507756",Gene,
"0,08721216","4,392426","-1,926773",0,0,1,"-40,46166","3,57E-16",UGGT1,"-1,850075",UGGT1,0,"0,003843669","-7,280756",1,1,FAUX,UGGT1,0,"-3,069553",Gene,
"0,3860766","-6,986287","-4,992731",0,0,1,"-40,46166","6,34E-16",UGT8,"-0,6178447",UGT8,0,"0,1628743","-7,568433",1,1,FAUX,UGT8,0,"-1,421702",Gene,
"0,8614384","-3,447365","-5,872445",0,0,1,"-40,46166","5,09E-16",UNC5A,"-0,3008857",UNC5A,0,"0,7256486","-7,552918",1,1,FAUX,UNC5A,0,"-0,3533979",Gene,
"0,955731","-3,457166","-5,924166",0,0,1,"-40,46166","7,58E-17",UPF2,"0,09281561",UPF2,0,"0,8990754","-7,60756",1,1,FAUX,UPF2,0,"0,1276386",Gene,
"0,2450562","3,805206","-4,388365",0,0,1,"-40,46166","-7,92E-16",UPRT,"-0,7911562",UPRT,0,"0,07344996","-7,608945",1,1,FAUX,UPRT,0,"-1,838385",Gene,
"0,8503234","5,852449","-5,863727",3,"0,3333333",3,"-40,46166","-6,19E-16",USF1,"-0,07856951",USF1,"1,839384","0,7070966","-7,709921","0,06585868","0,4526919",FAUX,USF1,21,"-0,3784551",TF,
"0,3119038","3,963316","-4,708556",254,"0,06666667",12,"-40,46166","5,96E-28",USF2,"0,2803125",USF2,"1,760858","0,11114","-7,438323","0,07826244","0,4609273",FAUX,USF2,28,"1,629168",TF,
"0,2391024","-7,467757","-4,263396",0,0,1,"-40,46166","3,42E-14",USP18,"0,4884746",USP18,0,"0,06270115","-7,613352",1,1,FAUX,USP18,0,"1,914784",Gene,
"0,3420339","8,301124","-4,832058",0,0,1,"-40,46166","1,88E-11",USP27X,"0,1826803",USP27X,0,"0,1309521","-7,552918",1,1,FAUX,USP27X,0,"1,542031",Gene,
"0,5206817","4,661418","-5,373932",0,0,1,"-40,46166","5,70E-16",USP30,"-0,2271214",USP30,0,"0,2822728","-7,552918",1,1,FAUX,USP30,0,"-1,089937",Gene,
"0,4701536","6,071479","-5,248944",0,0,1,"-40,46166","-5,99E-16",USP39,"0,2053788",USP39,0,"0,23416","-7,552918",1,1,FAUX,USP39,0,"1,207977",Gene,
"0,1129163","1,153362","-2,549769",0,0,1,"-40,46166","5,67E-16",USP5,"0,7699533",USP5,0,"0,007939376","-7,610918",1,1,FAUX,USP5,0,"2,794884",Gene,
"0,2391024","5,752236","-4,196425",0,0,1,"-40,46166","5,44E-17",UTP3,"0,3274146",UTP3,0,"0,05764119","-7,396848",1,1,FAUX,UTP3,0,"1,954712",Gene,
"0,2228694","6,230635","-3,975003",0,0,1,"-40,46166","1,40E-15",VANGL2,"0,4554444",VANGL2,0,"0,04376551","-7,608945",1,1,FAUX,VANGL2,0,"2,082289",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","1,09E-15",VBP1,"0,1641706",VBP1,0,"0,07042984","-7,538103",1,1,FAUX,VBP1,0,"1,858833",Gene,
"0,1456932","5,800976","-3,097208",0,0,1,"-40,46166","-3,13E-16",VDAC3,"0,3704259",VDAC3,0,"0,01514323","-7,418521",1,1,FAUX,VDAC3,0,"2,538271",Gene,
"0,6079267","5,515279","-5,549403",41733,"0,04166667",11,"-40,46166","-6,26E-16",VDR,"0,1536581",VDR,"2,297193","0,3734062","-7,599873","0,02160776","0,4466006",FAUX,VDR,30,"0,900206",TF,
"0,519433","4,940815","-5,370948",72,0,2,"-40,46166","-4,64E-26",VPS28,"0,1420892",VPS28,0,"0,2809881","-7,307238",1,1,FAUX,VPS28,0,"1,092894",Gene,
"0,04234407","6,528588","1,394803",0,0,1,"-40,46166","-2,81E-16",VPS4A,"0,5532877",VPS4A,0,"8,69E-05","-7,517237",1,1,FAUX,VPS4A,0,"4,366974",Gene,
"0,06851006","5,545081","-1,305973",0,0,1,"-40,46166","5,86E-16",VPS54,"0,3462219",VPS54,0,"0,001878655","-7,622787",1,1,FAUX,VPS54,0,"3,329565",Gene,
"0,8315159","-2,8331","-5,846849",0,0,1,"-40,46166","4,13E-26",VWA5A,"-0,2224161",VWA5A,0,"0,6747148","-7,355749",1,1,FAUX,VWA5A,0,"-0,4227916",Gene,
"0,6681464","3,676015","-5,648395",0,0,1,"-40,46166","1,44E-15",WASH2P,"0,3196426",WASH2P,0,"0,4435199","-7,396848",1,1,FAUX,WASH2P,0,"0,7739455",Gene,
"0,3549118","3,391558","-4,881703",0,0,1,"-40,46166","-7,81E-17",WDR88,"0,248342",WDR88,0,"0,1399957","-7,449125",1,1,FAUX,WDR88,0,"1,505764",Gene,
"0,8234459","-3,887729","-5,839774",1,"0,5",2,"-40,46166","-5,90E-16",WIZ,"0,2669532",WIZ,"2,582732","0,6622653","-7,709921","0,009802139","0,357353",FAUX,WIZ,30,"0,4400606",TF,
"0,1743653","5,386731","-3,455558",0,0,1,"-40,46166","-5,13E-16",WWP1,"-0,6049188",WWP1,0,"0,02324453","-7,552918",1,1,FAUX,WWP1,0,"-2,360071",Gene,
"0,2480071","5,906524","-4,402473",2952,0,2,"-40,46166","-1,33E-10",XCL2,"0,3169179",XCL2,0,"0,07478178","-7,382487",1,1,FAUX,XCL2,0,"1,829594",Gene,
"0,3292578","-0,08272186","-4,779377",0,0,1,"-40,46166","1,33E-10",XCR1,"-1,269388",XCR1,0,"0,12206","-7,46046",1,1,FAUX,XCR1,0,"-1,579714",Gene,
"0,1577952","0,1911042","-3,272872",0,0,1,"-40,46166","5,33E-24",XDH,"-1,896725",XDH,0,"0,01867033","-7,355749",1,1,FAUX,XDH,0,"-2,45208",Gene,
"0,2983318","-4,114434","-4,645525",0,0,1,"-40,46166","-3,06E-16",XG,"-1,2624",XG,0,"0,1023188","-7,619674",1,1,FAUX,XG,0,"-1,672113",Gene,
"0,08837444","3,309941","-1,969133",0,0,1,"-40,46166","6,75E-27",XKR5,"-2,670077",XKR5,0,"0,004036995","-7,094736",1,1,FAUX,XKR5,0,"-3,051358",Gene,
"0,2391024","-7,581263","-4,355331",0,0,1,"-40,46166","2,03E-15",XPC,"0,1641706",XPC,0,"0,07042984","-7,409732",1,1,FAUX,XPC,0,"1,858833",Gene,
"0,1127193","4,297433","-2,546289",0,0,1,"-40,46166","-2,42E-15",XPNPEP1,"0,5527809",XPNPEP1,0,"0,007907074","-7,673345",1,1,FAUX,XPNPEP1,0,"2,796465",Gene,
"0,1447194","4,452411","-3,07815",0,0,1,"-40,46166","4,62E-16",XPO4,"0,3433577",XPO4,0,"0,01480416","-7,545924",1,1,FAUX,XPO4,0,"2,547498",Gene,
"0,2844348","7,681757","-4,582464","1729,388",0,2,"-40,46166","-2,02E-16",XPO5,"0,2876989",XPO5,0,"0,0942523","-7,421793",1,1,FAUX,XPO5,0,"1,71415",Gene,
"0,4204079","4,508541","-5,108361",0,0,1,"-40,46166","-2,46E-16",XRCC5,"0,2472503",XRCC5,0,"0,1913479","-7,552918",1,1,FAUX,XRCC5,0,"1,329129",Gene,
"0,2391024","5,81791","-4,119319",0,0,1,"-40,46166","-2,28E-16",YAF2,"0,4918231",YAF2,0,"0,05234578","-7,628341",1,1,FAUX,YAF2,0,"1,999879",Gene,
"0,2137529","6,573667","-3,889508",0,"0,02325581",2,"-40,46166","-4,88E-16",YBX1,"0,293743",YBX1,"1,359987","0,03939089","-7,63862","0,1738342","0,4831094",FAUX,YBX1,9,"2,129913",TF,
"0,2629247","3,904916","-4,483228","7981,758","0,1428571",6,"-40,46166","-3,57E-16",YBX2,"0,3106166",YBX2,"2,680975","0,08292059","-7,280756","0,00734079","0,3561365",FAUX,YBX2,10,"1,778581",TF,
"0,1831","-3,407958","-3,582631",0,0,1,"-40,46166","1,34E-25",YEATS2,"-2,271885",YEATS2,0,"0,02709726","-7,517237",1,1,FAUX,YEATS2,0,"-2,294487",Gene,
"0,4137877","1,581112","-5,085631",0,0,1,"-40,46166","1,12E-16",YEATS4,"0,3275221",YEATS4,0,"0,1853239","-7,613352",1,1,FAUX,YEATS4,0,"1,347781",Gene,
"0,05340146","6,678459","-0,4667271",0,0,1,"-40,46166","5,76E-16",YES1,"0,5316071",YES1,0,"7,19E-04","-7,514291",1,1,FAUX,YES1,0,"3,665098",Gene,
"0,2198677","3,519669","-3,945087",0,0,1,"-40,46166","6,03E-16",YJEFN3,"-0,4915125",YJEFN3,0,"0,04217956","-7,595318",1,1,FAUX,YJEFN3,0,"-2,09905",Gene,
"0,1077231","4,867598","-2,426928",0,0,1,"-40,46166","2,66E-16",YPEL2,"-0,9813483",YPEL2,0,"0,006876527","-7,422583",1,1,FAUX,YPEL2,0,"-2,850338",Gene,
"0,4205431","6,632995","-5,109113",0,1,1,"-40,46166","-1,75E-16",YY2,"0,106763",YY2,"1,151241","0,1915509","-7,709921","0,2496331","0,535917",FAUX,YY2,21,"1,328508",TF,
"0,04307376","0,1186745","1,153756",0,0,1,"-40,46166","-2,61E-15",ZADH2,"0,8584252",ZADH2,0,"1,14E-04","-7,449125",1,1,FAUX,ZADH2,0,"4,278435",Gene,
"0,824136","-5,475448","-5,840639",0,"0,1428571",2,"-40,46166","1,14E-25",ZBED1,"0,2469733",ZBED1,"-0,2666828","0,6637564","-7,068995","0,7897134","0,8599103",FAUX,ZBED1,14,"0,4379854",TF,
"0,2285165","5,680503","-4,014097",0,"0,004524887",2,"-40,46166","4,78E-17",ZBED3,"0,4477146",ZBED3,"0,9584111","0,0459328","-7,335378","0,3378555","0,5884117",FAUX,ZBED3,10,"2,060224",TF,
"0,590146","-2,854848","-5,517146",1,"0,5",2,"-40,46166","-1,15E-15",ZBED5,"0,5240597",ZBED5,"1,758732","0,3539734","-7,709921","0,07862302","0,4609273",FAUX,ZBED5,8,"0,9378198",TF,
"0,2391024","2,499919","-4,152752",2,"0,5",2,"-40,46166","3,39E-16",ZBTB11,"-1,401366",ZBTB11,"-0,6744387","0,05457582","-7,709921","0,5000324","0,6765478",FAUX,ZBTB11,12,"-1,980397",TF,
"0,4759061","5,653033","-5,266246",1,"0,5",2,"-40,46166","1,09E-15",ZBTB16,"0,2974037",ZBTB16,"1,659634","0,2401847","-7,709921","0,09698809","0,4625362",FAUX,ZBTB16,13,"1,192285",TF,
"0,271575","5,588716","-4,523724",2955,"0,25",4,"-40,46166","-1,87E-15",ZBTB17,"0,2393462",ZBTB17,"1,839903","0,08735626","-7,709921","0,06578248","0,4526919",FAUX,ZBTB17,13,"1,752531",TF,
"0,2205097","5,157852","-3,950997",93,"0,04761905",9,"-40,46166","-6,79E-26",ZBTB2,"0,3459147",ZBTB2,"2,150457","0,04248804","-6,840304","0,03151911","0,4466006",FAUX,ZBTB2,17,"2,095747",TF,
"0,3879665","4,842954","-4,99892",0,1,1,"-40,46166","-1,51E-15",ZBTB22,"0,2017735",ZBTB22,"0,9335676","0,1642691","-7,709921","0,350527","0,5968973",FAUX,ZBTB22,15,"1,416886",TF,
"0,9438272","2,714064","-5,91964",0,"0,02857143",2,"-40,46166","-9,83E-16",ZBTB32,"-0,04115615",ZBTB32,"-0,7256246","0,8732426","-7,45549","0,468069","0,6556265",FAUX,ZBTB32,11,"-0,1605684",TF,
"0,276247","5,100482","-4,547429",75,"0,04545455",9,"-40,46166","-1,24E-25",ZBTB38,"0,2954071",ZBTB38,"1,683788","0,09007116","-6,840304","0,09222262","0,4625362",FAUX,ZBTB38,20,"1,737129",TF,
"0,07130313","4,595121","-1,42123","21667,47","0,05555556",3,"-40,46166","-1,16E-15",ZBTB39,"0,5098493",ZBTB39,"1,417344","0,002144795","-7,578708","0,1563825","0,4762193",FAUX,ZBTB39,23,"3,282156",TF,
"0,2212593","3,640171","-3,957785",0,1,1,"-40,46166","-2,47E-16",ZBTB41,"0,3170716",ZBTB41,"1,594305","0,04284526","-7,709921","0,1108677","0,4625362",FAUX,ZBTB41,10,"2,091948",TF,
"0,1406435","4,399732","-3,00133",0,0,1,"-40,46166","-6,68E-17",ZBTB44,"0,481885",ZBTB44,"1,389991","0,01351453","-7,517237","0,1645316","0,4783455",FAUX,ZBTB44,18,"2,584456",TF,
"0,2391024","0,04292315","-4,301087",986,"0,5",2,"-40,46166","1,18E-15",ZBTB45,"0,5392021",ZBTB45,"1,813334","0,0657545","-7,709921","0,06978034","0,4526919",FAUX,ZBTB45,13,"1,892011",TF,
"0,4323642","3,556255","-5,142989","8585,959","0,1666667",7,"-40,46166","-1,73E-25",ZBTB46,"0,1648029",ZBTB46,"2,133885","0,2009687","-6,966429","0,0328522","0,4466006",FAUX,ZBTB46,18,"1,300248",TF,
"0,761305","6,252832","-5,774823",1971,"0,02083333",4,"-40,46166","5,88E-16",ZBTB47,"-0,07827377",ZBTB47,"2,583354","0,5684549","-7,613628","0,009784499","0,357353",FAUX,ZBTB47,23,"-0,5750916",TF,
"0,1553578","4,548883","-3,238867",0,"0,003095975",2,"-35,36254","-2,41E-16",ZBTB5,"0,3729354",ZBTB5,"1,074937","0,01792698","-7,396701","0,282403","0,5512144",FAUX,ZBTB5,15,"2,468931",TF,
"0,2391024","4,073527","-4,299373","33827,32","0,125",8,"-40,46166","-6,12E-16",ZBTB7A,"0,3474816",ZBTB7A,"2,207388","0,0656123","-7,709921","0,02728698","0,4466006",FAUX,ZBTB7A,11,"1,893051",TF,
"0,9086695","3,230541","-5,902035",0,0,1,"-40,46166","1,11E-15",ZC3H10,"-0,04430068",ZC3H10,0,"0,8035281","-7,45549",1,1,FAUX,ZC3H10,0,"-0,2504435",Gene,
"0,147512","1,48284","-3,133277",0,0,1,"-40,46166","-1,56E-15",ZC3H11A,"0,4351723",ZC3H11A,0,"0,01580692","-7,53876",1,1,FAUX,ZC3H11A,0,"2,520744",Gene,
"0,1817749","3,994632","-3,569818",0,0,1,"-40,46166","-7,21E-18",ZC3H12C,"-0,5120176",ZC3H12C,0,"0,02668044","-7,48638",1,1,FAUX,ZC3H12C,0,"-2,301163",Gene,
"0,1234805","7,341","-2,746723",0,0,1,"-40,46166","1,71E-10",ZC3H15,"0,5479451",ZC3H15,0,"0,0100051","-7,572955",1,1,FAUX,ZC3H15,0,"2,70445",Gene,
"0,1088467","6,581261","-2,451482",5886,0,2,"-40,46166","1,17E-15",ZC3H7A,"0,3544407",ZC3H7A,0,"0,007076729","-7,456477",1,1,FAUX,ZC3H7A,0,"2,839309",Gene,
"0,2391024","5,79296","-4,330798",0,1,1,"-40,46166","1,17E-15",ZC3H8,"0,2464972",ZC3H8,"1,161503","0,06827287","-7,709921","0,2454373","0,535917",FAUX,ZC3H8,8,"1,873898",TF,
"0,2027134","5,101475","-3,802111",0,0,1,"-40,46166","1,32E-15",ZDHHC20,"-0,5883311",ZDHHC20,0,"0,03538901","-7,517237",1,1,FAUX,ZDHHC20,0,"-2,177752",Gene,
"0,9036242","-6,758256","-5,899247",1,"0,5",2,"-40,46166","-1,24E-16",ZEB1,"0,1246454",ZEB1,"2,078872","0,7947681","-7,709921","0,03762909","0,4466006",FAUX,ZEB1,12,"0,2618691",TF,
"0,9793083","5,876541","-5,929946",0,0,1,"-40,46166","1,07E-15",ZER1,"0,02696182",ZER1,0,"0,9488004","-7,654802",1,1,FAUX,ZER1,0,"0,06461803",Gene,
"0,2853731","-7,39994","-4,587943",39,1,2,"-40,46166","5,67E-16",ZFHX3,"0,3543603",ZFHX3,"0,9699653","0,09492495","-7,45549","0,3320638","0,585302",FAUX,ZFHX3,23,"1,710533",TF,
"0,2391024","5,443579","-4,175282",986,"0,1",3,"-40,46166","1,25E-16",ZFP3,"-0,875857",ZFP3,"-1,052822","0,056135","-7,477925","0,2924224","0,5531549",FAUX,ZFP3,18,"-1,967181",TF,
"0,05340146","4,698016","-0,4711938",19460,"0,02777778",8,"-40,46166","-3,23E-16",ZFP82,"0,6252852",ZFP82,"2,196885","7,23E-04","-7,480433","0,02802864","0,4466006",FAUX,ZFP82,20,"3,663351",TF,
"0,1331154","4,151579","-2,891177",104,"0,03030303",4,"-40,46166","9,67E-16",ZFP90,"0,4728971",ZFP90,"0,8300666","0,01186305","-7,27684","0,4065011","0,6199801",FAUX,ZFP90,13,"2,636824",TF,
"0,5204992","4,480034","-5,373457",0,1,1,"-40,46166","-1,16E-08",ZFPM2,"0,1458857",ZFPM2,"1,359784","0,2820677","-7,709921","0,1738982","0,4831094",FAUX,ZFPM2,22,"1,090408",TF,
"0,4098096","5,346161","-5,071302","32333,3","0,03846154",9,"-40,46166","-2,55E-16",ZFY,"0,1821001",ZFY,"1,519234","0,1816395","-7,619269","0,1287037","0,4647886",FAUX,ZFY,50,"1,359419",TF,
"0,04307376","6,07049","0,8832722",6,"0,25",4,"-40,46166","-1,14E-15",ZKSCAN3,"0,6906112",ZKSCAN3,"1,716477","1,55E-04","-7,709921","0,08607485","0,4625362",FAUX,ZKSCAN3,13,"4,1784",TF,
"0,05340146","3,53683","-0,4247561",0,"0,003436426",2,"-34,69184","8,48E-16",ZKSCAN5,"0,9152374",ZKSCAN5,"1,544372","6,85E-04","-7,506024","0,1224983","0,4625362",FAUX,ZKSCAN5,12,"3,681489",TF,
"0,1204589","7,705641","-2,701274",0,0,1,"-40,46166","2,31E-16",ZMPSTE24,"0,6581341",ZMPSTE24,0,"0,009484258","-7,577432",1,1,FAUX,ZMPSTE24,0,"2,725493",Gene,
"0,06487019","3,869397","-1,174815",0,0,1,"-40,46166","6,34E-16",ZMYM3,"0,6813467",ZMYM3,0,"0,001616062","-7,370548",1,1,FAUX,ZMYM3,0,"3,383084",Gene,
"0,05298884","5,832649","-0,3155472",0,0,1,"-40,46166","2,64E-15",ZMYND11,"0,7048482",ZMYND11,0,"6,05E-04","-7,646585",1,1,FAUX,ZMYND11,0,"3,723987",Gene,
"0,9055738","2,640394","-5,90037",0,"0,1111111",2,"-40,46166","-1,44E-15",ZNF100,"0,05634398",ZNF100,"1,142356","0,7982488","-7,396848","0,253306","0,5382188",FAUX,ZNF100,15,"0,2573252",TF,
"0,2739294","0,4660913","-4,535215",0,1,2,"-40,46166","1,90E-25",ZNF107,"0,6820789",ZNF107,"1,468931","0,08866113","-5,812801","0,1418515","0,4722748",FAUX,ZNF107,12,"1,745079",TF,
"0,3857116","6,183476","-4,991674",0,"0,002881844",2,"-35,44556","1,42E-15",ZNF124,"0,3713289",ZNF124,"1,278283","0,1626375","-7,492801","0,2011496","0,5047797",FAUX,ZNF124,15,"1,422523",TF,
"0,3478827","4,458203","-4,854744","58585,12","0,004524887",15,"-33,87397","-3,68E-26",ZNF131,"0,3250839",ZNF131,"1,975934","0,1350013","-6,635966","0,0481622","0,4466006",FAUX,ZNF131,16,"1,525553",TF,
"0,2391024","2,447181","-4,272873",1970,"0,1666667",2,"-40,46166","1,66E-16",ZNF135,"0,4411292",ZNF135,"1,219499","0,06345444","-7,709921","0,2226549","0,5196708",FAUX,ZNF135,19,"1,909079",TF,
"0,2391024","1,875817","-4,22724",2,"0,25",3,"-40,46166","-3,26E-20",ZNF143,"0,3962245",ZNF143,"1,122687","0,05991335","-7,156536","0,2615703","0,5440485",FAUX,ZNF143,6,"1,936424",TF,
"0,3531009","5,585343","-4,874577","57429,22","0,005181347",8,"-33,71406","5,17E-17",ZNF148,"0,2145763",ZNF148,"1,430984","0,1386558","-6,996408","0,1524349","0,4762193",FAUX,ZNF148,26,"1,511017",TF,
"0,299196","0,2344002","-4,650451",6,"0,25",5,"-40,46166","-1,52E-25",ZNF16,"0,5530245",ZNF16,"2,453225","0,1029799","-6,895522","0,01415818","0,3924779",FAUX,ZNF16,10,"1,668791",TF,
